path,incongruent,n_shapes,response,answer
./data/serial_search/congruent-8_42.png,False,8,,
./data/serial_search/incongruent-8_42.png,True,8,,
./data/serial_search/congruent-8_43.png,False,8,,
./data/serial_search/incongruent-8_43.png,True,8,,
./data/serial_search/congruent-8_44.png,False,8,,
./data/serial_search/incongruent-8_44.png,True,8,,
./data/serial_search/congruent-8_45.png,False,8,,
./data/serial_search/incongruent-8_45.png,True,8,,
./data/serial_search/congruent-8_46.png,False,8,,
./data/serial_search/incongruent-8_46.png,True,8,,
./data/serial_search/congruent-8_47.png,False,8,,
./data/serial_search/incongruent-8_47.png,True,8,,
./data/serial_search/congruent-8_48.png,False,8,,
./data/serial_search/incongruent-8_48.png,True,8,,
./data/serial_search/congruent-8_49.png,False,8,,
./data/serial_search/incongruent-8_49.png,True,8,,
./data/serial_search/congruent-10_0.png,False,10,,
./data/serial_search/incongruent-10_0.png,True,10,,
./data/serial_search/congruent-10_1.png,False,10,,
./data/serial_search/incongruent-10_1.png,True,10,,
./data/serial_search/congruent-10_2.png,False,10,,
./data/serial_search/incongruent-10_2.png,True,10,,
./data/serial_search/congruent-10_3.png,False,10,,
./data/serial_search/incongruent-10_3.png,True,10,,
./data/serial_search/congruent-10_4.png,False,10,,
./data/serial_search/incongruent-10_4.png,True,10,,
./data/serial_search/congruent-10_5.png,False,10,,
./data/serial_search/incongruent-10_5.png,True,10,,
./data/serial_search/congruent-10_6.png,False,10,,
./data/serial_search/incongruent-10_6.png,True,10,,
./data/serial_search/congruent-10_7.png,False,10,,
./data/serial_search/incongruent-10_7.png,True,10,,
./data/serial_search/congruent-10_8.png,False,10,,
./data/serial_search/incongruent-10_8.png,True,10,,
./data/serial_search/congruent-10_9.png,False,10,,
./data/serial_search/incongruent-10_9.png,True,10,,
./data/serial_search/congruent-10_10.png,False,10,,
./data/serial_search/incongruent-10_10.png,True,10,,
./data/serial_search/congruent-10_11.png,False,10,,
./data/serial_search/incongruent-10_11.png,True,10,,
./data/serial_search/congruent-10_12.png,False,10,,
./data/serial_search/incongruent-10_12.png,True,10,,
./data/serial_search/congruent-10_13.png,False,10,,
./data/serial_search/incongruent-10_13.png,True,10,,
./data/serial_search/congruent-10_14.png,False,10,,
./data/serial_search/incongruent-10_14.png,True,10,,
./data/serial_search/congruent-10_15.png,False,10,,
./data/serial_search/incongruent-10_15.png,True,10,,
./data/serial_search/congruent-10_16.png,False,10,,
./data/serial_search/incongruent-10_16.png,True,10,,
./data/serial_search/congruent-10_17.png,False,10,,
./data/serial_search/incongruent-10_17.png,True,10,,
./data/serial_search/congruent-10_18.png,False,10,,
./data/serial_search/incongruent-10_18.png,True,10,,
./data/serial_search/congruent-10_19.png,False,10,,
./data/serial_search/incongruent-10_19.png,True,10,,
./data/serial_search/congruent-10_20.png,False,10,,
./data/serial_search/incongruent-10_20.png,True,10,,
./data/serial_search/congruent-10_21.png,False,10,,
./data/serial_search/incongruent-10_21.png,True,10,,
./data/serial_search/congruent-10_22.png,False,10,,
./data/serial_search/incongruent-10_22.png,True,10,,
./data/serial_search/congruent-10_23.png,False,10,,
./data/serial_search/incongruent-10_23.png,True,10,,
./data/serial_search/congruent-10_24.png,False,10,,
./data/serial_search/incongruent-10_24.png,True,10,,
./data/serial_search/congruent-10_25.png,False,10,,
./data/serial_search/incongruent-10_25.png,True,10,,
./data/serial_search/congruent-10_26.png,False,10,,
./data/serial_search/incongruent-10_26.png,True,10,,
./data/serial_search/congruent-10_27.png,False,10,,
./data/serial_search/incongruent-10_27.png,True,10,,
./data/serial_search/congruent-10_28.png,False,10,,
./data/serial_search/incongruent-10_28.png,True,10,,
./data/serial_search/congruent-10_29.png,False,10,,
./data/serial_search/incongruent-10_29.png,True,10,,
./data/serial_search/congruent-10_30.png,False,10,,
./data/serial_search/incongruent-10_30.png,True,10,,
./data/serial_search/congruent-10_31.png,False,10,,
./data/serial_search/incongruent-10_31.png,True,10,,
./data/serial_search/congruent-10_32.png,False,10,,
./data/serial_search/incongruent-10_32.png,True,10,,
./data/serial_search/congruent-10_33.png,False,10,,
./data/serial_search/incongruent-10_33.png,True,10,,
./data/serial_search/congruent-10_34.png,False,10,,
./data/serial_search/incongruent-10_34.png,True,10,,
./data/serial_search/congruent-10_35.png,False,10,,
./data/serial_search/incongruent-10_35.png,True,10,,
./data/serial_search/congruent-10_36.png,False,10,,
./data/serial_search/incongruent-10_36.png,True,10,,
./data/serial_search/congruent-10_37.png,False,10,,
./data/serial_search/incongruent-10_37.png,True,10,,
./data/serial_search/congruent-10_38.png,False,10,,
./data/serial_search/incongruent-10_38.png,True,10,,
./data/serial_search/congruent-10_39.png,False,10,,
./data/serial_search/incongruent-10_39.png,True,10,,
./data/serial_search/congruent-10_40.png,False,10,,
./data/serial_search/incongruent-10_40.png,True,10,,
./data/serial_search/congruent-10_41.png,False,10,,
./data/serial_search/incongruent-10_41.png,True,10,,
./data/serial_search/congruent-10_42.png,False,10,,
./data/serial_search/incongruent-10_42.png,True,10,,
./data/serial_search/congruent-10_43.png,False,10,,
./data/serial_search/incongruent-10_43.png,True,10,,
./data/serial_search/congruent-10_44.png,False,10,,
./data/serial_search/incongruent-10_44.png,True,10,,
./data/serial_search/congruent-10_45.png,False,10,,
./data/serial_search/incongruent-10_45.png,True,10,,
./data/serial_search/congruent-10_46.png,False,10,,
./data/serial_search/incongruent-10_46.png,True,10,,
./data/serial_search/congruent-10_47.png,False,10,,
./data/serial_search/incongruent-10_47.png,True,10,,
./data/serial_search/congruent-10_48.png,False,10,,
./data/serial_search/incongruent-10_48.png,True,10,,
./data/serial_search/congruent-10_49.png,False,10,,
./data/serial_search/incongruent-10_49.png,True,10,,
./data/serial_search/congruent-16_0.png,False,16,,
./data/serial_search/incongruent-16_0.png,True,16,,
./data/serial_search/congruent-16_1.png,False,16,,
./data/serial_search/incongruent-16_1.png,True,16,,
./data/serial_search/congruent-16_2.png,False,16,,
./data/serial_search/incongruent-16_2.png,True,16,,
./data/serial_search/congruent-16_3.png,False,16,,
./data/serial_search/incongruent-16_3.png,True,16,,
./data/serial_search/congruent-16_4.png,False,16,,
./data/serial_search/incongruent-16_4.png,True,16,,
./data/serial_search/congruent-16_5.png,False,16,,
./data/serial_search/incongruent-16_5.png,True,16,,
./data/serial_search/congruent-16_6.png,False,16,,
./data/serial_search/incongruent-16_6.png,True,16,,
./data/serial_search/congruent-16_7.png,False,16,,
./data/serial_search/incongruent-16_7.png,True,16,,
./data/serial_search/congruent-16_8.png,False,16,,
./data/serial_search/incongruent-16_8.png,True,16,,
./data/serial_search/congruent-16_9.png,False,16,,
./data/serial_search/incongruent-16_9.png,True,16,,
./data/serial_search/congruent-16_10.png,False,16,,
./data/serial_search/incongruent-16_10.png,True,16,,
./data/serial_search/congruent-16_11.png,False,16,,
./data/serial_search/incongruent-16_11.png,True,16,,
./data/serial_search/congruent-16_12.png,False,16,,
./data/serial_search/incongruent-16_12.png,True,16,,
./data/serial_search/congruent-16_13.png,False,16,,
./data/serial_search/incongruent-16_13.png,True,16,,
./data/serial_search/congruent-16_14.png,False,16,,
./data/serial_search/incongruent-16_14.png,True,16,,
./data/serial_search/congruent-16_15.png,False,16,,
./data/serial_search/incongruent-16_15.png,True,16,,
./data/serial_search/congruent-16_16.png,False,16,,
./data/serial_search/incongruent-16_16.png,True,16,,
./data/serial_search/congruent-16_17.png,False,16,,
./data/serial_search/incongruent-16_17.png,True,16,,
./data/serial_search/congruent-16_18.png,False,16,,
./data/serial_search/incongruent-16_18.png,True,16,,
./data/serial_search/congruent-16_19.png,False,16,,
./data/serial_search/incongruent-16_19.png,True,16,,
./data/serial_search/congruent-16_20.png,False,16,,
./data/serial_search/incongruent-16_20.png,True,16,,
./data/serial_search/congruent-16_21.png,False,16,,
./data/serial_search/incongruent-16_21.png,True,16,,
./data/serial_search/congruent-16_22.png,False,16,,
./data/serial_search/incongruent-16_22.png,True,16,,
./data/serial_search/congruent-16_23.png,False,16,,
./data/serial_search/incongruent-16_23.png,True,16,,
./data/serial_search/congruent-16_24.png,False,16,,
./data/serial_search/incongruent-16_24.png,True,16,,
./data/serial_search/congruent-16_25.png,False,16,,
./data/serial_search/incongruent-16_25.png,True,16,,
./data/serial_search/congruent-16_26.png,False,16,,
./data/serial_search/incongruent-16_26.png,True,16,,
./data/serial_search/congruent-16_27.png,False,16,,
./data/serial_search/incongruent-16_27.png,True,16,,
./data/serial_search/congruent-16_28.png,False,16,,
./data/serial_search/incongruent-16_28.png,True,16,,
./data/serial_search/congruent-16_29.png,False,16,,
./data/serial_search/incongruent-16_29.png,True,16,,
./data/serial_search/congruent-16_30.png,False,16,,
./data/serial_search/incongruent-16_30.png,True,16,,
./data/serial_search/congruent-16_31.png,False,16,,
./data/serial_search/incongruent-16_31.png,True,16,,
./data/serial_search/congruent-16_32.png,False,16,,
./data/serial_search/incongruent-16_32.png,True,16,,
./data/serial_search/congruent-16_33.png,False,16,,
./data/serial_search/incongruent-16_33.png,True,16,,
./data/serial_search/congruent-16_34.png,False,16,,
./data/serial_search/incongruent-16_34.png,True,16,,
./data/serial_search/congruent-16_35.png,False,16,,
./data/serial_search/incongruent-16_35.png,True,16,,
./data/serial_search/congruent-16_36.png,False,16,,
./data/serial_search/incongruent-16_36.png,True,16,,
./data/serial_search/congruent-16_37.png,False,16,,
./data/serial_search/incongruent-16_37.png,True,16,,
./data/serial_search/congruent-16_38.png,False,16,,
./data/serial_search/incongruent-16_38.png,True,16,,
./data/serial_search/congruent-16_39.png,False,16,,
./data/serial_search/incongruent-16_39.png,True,16,,
./data/serial_search/congruent-16_40.png,False,16,,
./data/serial_search/incongruent-16_40.png,True,16,,
./data/serial_search/congruent-16_41.png,False,16,,
./data/serial_search/incongruent-16_41.png,True,16,,
./data/serial_search/congruent-16_42.png,False,16,,
./data/serial_search/incongruent-16_42.png,True,16,,
./data/serial_search/congruent-16_43.png,False,16,,
./data/serial_search/incongruent-16_43.png,True,16,,
./data/serial_search/congruent-16_44.png,False,16,,
./data/serial_search/incongruent-16_44.png,True,16,,
./data/serial_search/congruent-16_45.png,False,16,,
./data/serial_search/incongruent-16_45.png,True,16,,
./data/serial_search/congruent-16_46.png,False,16,,
./data/serial_search/incongruent-16_46.png,True,16,,
./data/serial_search/congruent-16_47.png,False,16,,
./data/serial_search/incongruent-16_47.png,True,16,,
./data/serial_search/congruent-16_48.png,False,16,,
./data/serial_search/incongruent-16_48.png,True,16,,
./data/serial_search/congruent-16_49.png,False,16,,
./data/serial_search/incongruent-16_49.png,True,16,,
./data/serial_search/congruent-32_0.png,False,32,,
./data/serial_search/incongruent-32_0.png,True,32,,
./data/serial_search/congruent-32_1.png,False,32,,
./data/serial_search/incongruent-32_1.png,True,32,,
./data/serial_search/congruent-32_2.png,False,32,,
./data/serial_search/incongruent-32_2.png,True,32,,
./data/serial_search/congruent-32_3.png,False,32,,
./data/serial_search/incongruent-32_3.png,True,32,,
./data/serial_search/congruent-32_4.png,False,32,,
./data/serial_search/incongruent-32_4.png,True,32,,
./data/serial_search/congruent-32_5.png,False,32,,
./data/serial_search/incongruent-32_5.png,True,32,,
./data/serial_search/congruent-32_6.png,False,32,,
./data/serial_search/incongruent-32_6.png,True,32,,
./data/serial_search/congruent-32_7.png,False,32,,
./data/serial_search/incongruent-32_7.png,True,32,,
./data/serial_search/congruent-32_8.png,False,32,,
./data/serial_search/incongruent-32_8.png,True,32,,
./data/serial_search/congruent-32_9.png,False,32,,
./data/serial_search/incongruent-32_9.png,True,32,,
./data/serial_search/congruent-32_10.png,False,32,,
./data/serial_search/incongruent-32_10.png,True,32,,
./data/serial_search/congruent-32_11.png,False,32,,
./data/serial_search/incongruent-32_11.png,True,32,,
./data/serial_search/congruent-32_12.png,False,32,,
./data/serial_search/incongruent-32_12.png,True,32,,
./data/serial_search/congruent-32_13.png,False,32,,
./data/serial_search/incongruent-32_13.png,True,32,,
./data/serial_search/congruent-32_14.png,False,32,,
./data/serial_search/incongruent-32_14.png,True,32,,
./data/serial_search/congruent-32_15.png,False,32,,
./data/serial_search/incongruent-32_15.png,True,32,,
./data/serial_search/congruent-32_16.png,False,32,,
./data/serial_search/incongruent-32_16.png,True,32,,
./data/serial_search/congruent-32_17.png,False,32,,
./data/serial_search/incongruent-32_17.png,True,32,,
./data/serial_search/congruent-32_18.png,False,32,,
./data/serial_search/incongruent-32_18.png,True,32,,
./data/serial_search/congruent-32_19.png,False,32,,
./data/serial_search/incongruent-32_19.png,True,32,,
./data/serial_search/congruent-32_20.png,False,32,,
./data/serial_search/incongruent-32_20.png,True,32,,
./data/serial_search/congruent-32_21.png,False,32,,
./data/serial_search/incongruent-32_21.png,True,32,,
./data/serial_search/congruent-32_22.png,False,32,,
./data/serial_search/incongruent-32_22.png,True,32,,
./data/serial_search/congruent-32_23.png,False,32,,
./data/serial_search/incongruent-32_23.png,True,32,,
./data/serial_search/congruent-32_24.png,False,32,,
./data/serial_search/incongruent-32_24.png,True,32,,
./data/serial_search/congruent-32_25.png,False,32,,
./data/serial_search/incongruent-32_25.png,True,32,,
./data/serial_search/congruent-32_26.png,False,32,,
./data/serial_search/incongruent-32_26.png,True,32,,
./data/serial_search/congruent-32_27.png,False,32,,
./data/serial_search/incongruent-32_27.png,True,32,,
./data/serial_search/congruent-32_28.png,False,32,,
./data/serial_search/incongruent-32_28.png,True,32,,
./data/serial_search/congruent-32_29.png,False,32,,
./data/serial_search/incongruent-32_29.png,True,32,,
./data/serial_search/congruent-32_30.png,False,32,,
./data/serial_search/incongruent-32_30.png,True,32,,
./data/serial_search/congruent-32_31.png,False,32,,
./data/serial_search/incongruent-32_31.png,True,32,,
./data/serial_search/congruent-32_32.png,False,32,,
./data/serial_search/incongruent-32_32.png,True,32,,
./data/serial_search/congruent-32_33.png,False,32,,
./data/serial_search/incongruent-32_33.png,True,32,,
./data/serial_search/congruent-32_34.png,False,32,,
